,cov,sleep
0,0.998269438744,0.206666666667
1,0.999410033226,0.21
2,0.998859405518,0.236666666667
3,0.999960660934,0.256666666667
4,1.0,0.216666666667
5,0.999213397503,0.216666666667
6,0.999960660934,0.243333333333
7,0.998702049255,0.21
8,1.0,0.21
9,0.998505413532,0.223333333333
10,0.998702049255,0.216666666667
11,1.0,0.243333333333
12,1.0,0.216666666667
13,0.998387396336,0.24
14,1.0,0.226666666667
15,0.999174058437,0.18
16,0.999803364277,0.233333333333
17,0.999960660934,0.21
18,0.999606668949,0.21
19,0.998151421547,0.196666666667
20,0.999528050423,0.22
21,0.999292016029,0.22
22,0.999881982803,0.233333333333
23,1.0,0.21
24,0.999331355095,0.243333333333
25,0.999292016029,0.216666666667
26,0.99897736311,0.233333333333
27,0.997954785824,0.233333333333
28,0.999213397503,0.223333333333
29,0.999095380306,0.223333333333
30,0.997089505196,0.21
31,0.999410033226,0.223333333333
32,0.998112082481,0.213333333333
33,0.998308777809,0.216666666667
34,0.999646008015,0.236666666667
35,0.99968534708,0.22
36,0.999724686146,0.206666666667
37,0.999606668949,0.233333333333
38,0.99897736311,0.246666666667
39,0.99834805727,0.226666666667
40,0.997286140919,0.21
41,0.999842703342,0.253333333333
42,0.998702049255,0.22
43,0.999488711357,0.24
44,0.999724686146,0.223333333333
45,1.0,0.22
46,0.998387396336,0.223333333333
47,0.999724686146,0.216666666667
48,0.999331355095,0.243333333333
49,0.999803364277,0.236666666667
50,0.999331355095,0.213333333333
51,0.998898744583,0.223333333333
52,0.998898744583,0.256666666667
53,0.99968534708,0.21
54,0.999213397503,0.24
55,0.999764025211,0.246666666667
56,1.0,0.22
57,0.999803364277,0.2
58,0.998112082481,0.196666666667
59,0.99937069416,0.206666666667
60,0.996971487999,0.21
61,1.0,0.223333333333
62,0.999842703342,0.213333333333
63,0.998308777809,0.206666666667
64,0.999803364277,0.223333333333
65,0.998426735401,0.223333333333
66,0.998623430729,0.223333333333
67,0.998702049255,0.236666666667
68,0.998112082481,0.233333333333
69,1.0,0.213333333333
70,0.999606668949,0.236666666667
71,0.998938024044,0.2
72,0.999960660934,0.226666666667
73,0.996617496014,0.243333333333
74,0.997640132904,0.223333333333
75,0.999292016029,0.226666666667
76,0.997994124889,0.216666666667
77,0.998426735401,0.233333333333
78,0.999292016029,0.216666666667
79,0.999567329884,0.216666666667
80,0.999842703342,0.23
81,0.99968534708,0.216666666667
82,0.998780727386,0.193333333333
83,1.0,0.23
84,0.999842703342,0.22
85,0.999292016029,0.223333333333
86,0.998702049255,0.226666666667
87,1.0,0.22
88,0.999252676964,0.253333333333
89,0.999095380306,0.23
90,1.0,0.213333333333
91,0.999960660934,0.233333333333
92,0.999803364277,0.206666666667
93,0.998938024044,0.226666666667
94,0.998780727386,0.2
95,1.0,0.23
96,0.999960660934,0.226666666667
97,0.997915446758,0.23
98,0.997443437576,0.243333333333
99,0.999449372292,0.186666666667
100,0.998859405518,0.213333333333
101,0.996381521225,0.233333333333
102,0.997718751431,0.206666666667
103,0.996460199356,0.183333333333
104,0.999567329884,0.233333333333
105,0.99937069416,0.233333333333
106,0.999449372292,0.2
107,0.999292016029,0.243333333333
108,0.999016702175,0.223333333333
109,0.998466074467,0.22
110,0.999960660934,0.223333333333
111,1.0,0.22
112,0.999449372292,0.243333333333
113,0.999488711357,0.223333333333
114,0.999331355095,0.223333333333
115,0.99866271019,0.186666666667
116,0.99736481905,0.22
117,0.999292016029,0.21
118,0.999803364277,0.256666666667
119,0.999567329884,0.246666666667
120,0.999724686146,0.24
121,0.998898744583,0.226666666667
122,0.999646008015,0.223333333333
123,0.998898744583,0.23
124,0.999174058437,0.22
125,0.999292016029,0.22
126,0.998623430729,0.22
127,0.999764025211,0.223333333333
128,0.998898744583,0.193333333333
129,0.999960660934,0.223333333333
130,0.998072743416,0.223333333333
131,0.999213397503,0.2
132,0.999803364277,0.22
133,1.0,0.23
134,0.998820066452,0.233333333333
135,0.999960660934,0.193333333333
136,0.998269438744,0.22
137,0.997561454773,0.196666666667
138,0.99897736311,0.24
139,0.999331355095,0.23
140,0.998780727386,0.233333333333
141,0.999881982803,0.236666666667
142,0.999410033226,0.196666666667
143,0.999410033226,0.23
144,0.998820066452,0.22
145,0.999881982803,0.226666666667
146,0.998544752598,0.236666666667
147,0.999606668949,0.193333333333
148,0.999213397503,0.186666666667
149,0.998269438744,0.206666666667
150,0.998859405518,0.2
151,0.99968534708,0.243333333333
152,0.99834805727,0.196666666667
153,0.999095380306,0.223333333333
154,0.999842703342,0.206666666667
155,0.998623430729,0.223333333333
156,0.998938024044,0.196666666667
157,0.999724686146,0.22
158,0.999960660934,0.213333333333
159,0.998151421547,0.213333333333
160,0.999528050423,0.246666666667
161,0.999724686146,0.243333333333
162,0.998741388321,0.23
163,0.999292016029,0.196666666667
164,0.997246801853,0.223333333333
165,0.999724686146,0.256666666667
166,0.999331355095,0.203333333333
167,0.998505413532,0.22
168,0.997482776642,0.226666666667
169,0.999567329884,0.22
170,0.999488711357,0.196666666667
171,0.999292016029,0.23
172,0.999016702175,0.216666666667
173,0.998898744583,0.23
174,0.99834805727,0.2
175,0.999803364277,0.216666666667
176,0.998426735401,0.213333333333
177,0.999724686146,0.236666666667
178,0.999646008015,0.183333333333
179,0.997640132904,0.233333333333
180,0.999016702175,0.216666666667
181,0.999606668949,0.216666666667
182,1.0,0.193333333333
183,0.999646008015,0.19
184,0.996892809868,0.21
185,0.999056041241,0.236666666667
186,0.999410033226,0.216666666667
187,0.998938024044,0.213333333333
188,0.998466074467,0.223333333333
189,1.0,0.213333333333
190,0.999016702175,0.25
191,1.0,0.206666666667
192,0.997640132904,0.23
193,0.998112082481,0.206666666667
194,0.999174058437,0.203333333333
195,0.999921321869,0.223333333333
196,0.999960660934,0.216666666667
197,0.999842703342,0.233333333333
198,0.99937069416,0.21
199,0.999292016029,0.233333333333
